CTYDIST,ELEMDIST1,DNAME,DADDRESS1,DADDRESS2,DCITY,DZIP,DCOUNTY,DSUPAREA,DPYC,DPYAV,DPYTATL,DPHONE,DFAX,DELEMSN,DELEMST,DELEMSRS,DELEMSNS,DELEMSTS,DMIDSSN,DMIDSST,DMIDSSRS,DMIDSSNS,DMIDSSTS,DJRSN,DJRST,DJRSRS,DJRSNS,DJRSTS,DHIGHSN,DHIGHST,DHIGHSRS,DHIGHSNS,DHIGHSTS,DTOTSCHL,DTOTTECH,DTOTRES,DTOTNRES,DTOTSTU,PRESTITL,PRESLN,PRESFN,PRESMI,SECTITL,SECLN,SECFN,SECMI,SDLNAME,SDFNAME,SDMINIT,SDSALUAT,DIEMAIL,URL,HouseDistricts,SenateDistricts,CongressionalDistricts
077104,,Lutie R-VI ,5802 US Highway 160 ,,Theodosia ,657618413,Ozark ,C,A,"$28,707,603.00",3.5404,4172734274,4172734171,1,16,64,1,65,0,0,0,0,0,0,0,0,0,0,1,15,59,15,74,2,31,123,16,139,Mr.,Edwards,Robert,,Mrs.,Hand ,Jill ,,Young,Scot,,Mr.,syoung@lutieschool.com,http://schoolweb.missouri.edu/lutieschool.com,155,33 ,"07, 08"
015004,,Macks Creek R-V ,245 State Road N ,245 State Road N,Macks Creek ,657867130,Camden ,D,A,"$36,903,240.00",3.8400,5733635909,5733635981,1,22,185,0,185,0,0,0,0,0,0,0,0,0,0,1,20,150,0,150,2,42,335,0,335,Mr.,Parrack,Michael,,Mrs.,Trusty,Stacy,,Phillips,Joshua,C,Dr.,jphillips@mackscreekpirates.org,http://www.mackscreekpirates.org,"123, 124",16 ,04
061156,,Macon Co. R-I ,702 N Missouri ,,Macon ,635522062,Macon ,I,A,"$126,572,953.00",3.4523,6603956164,6603857179,1,45,494,0,494,1,32,306,0,306,0,0,0,0,0,1,46,433,11,444,3,123,1233,11,1244,Mr.,Wyatt ,Donny ,,Mrs.,Boling ,Sandra ,R,Jarvis ,Scott ,A,Mr.,sjarvis@macon.k12.mo.us,http://www.macon.k12.mo.us/,6  ,18 ,"04, 06"
061158,,Macon Co. R-IV ,501 S Main Street,P.O. Box 70 ,New Cambria,635580070,Macon ,I,A,"$13,975,939.00",4.5000,6602265615,6602265618,1,17,54,0,54,0,0,0,0,0,0,0,0,0,0,1,12,48,1,49,2,29,102,1,103,Mr.,Beixenman,Jeff,,Mrs.,Duncan,Evelyn,B,Dunham ,John ,,Mr.,jdunham@mcr4.k12.mo.us,http://schoolweb.missouri.edu/maconr4.k12.mo.us/,6  ,18 ,06
069108,,Madison C-3 ,309 Thomas St. ,,Madison ,652631037,Monroe ,I,A,"$15,479,262.00",3.7500,6602915115,6602915006,1,18,113,0,113,0,0,0,0,0,0,0,0,0,0,1,14,74,1,75,2,32,187,1,188,Mrs.,O Bannon ,Melissa ,,Mr.,Thomas ,Kevin ,,Jones ,Bryant ,B,Mr.,bjones@madison.k12.mo.us,http://www.madison.k12.mo.us,40 ,10 ,"04, 06"
035092,,Malden R-I ,601 Burkhart St. ,601 Burkhart St. ,Malden ,638631445,Dunklin ,E,A,"$51,435,110.00",3.7500,5732765794,5732765796,1,47,554,0,554,0,0,0,0,0,0,0,0,0,0,1,36,377,0,377,2,83,931,0,931,Mr.,Mitchell ,Jeff ,,Ms.,Carpenter ,Jessica ,D,Bullock ,Jeff ,,Mr.,jbullock@malden.k12.mo.us,http://www.malden.k12.mo.us/,"150, 152",25 ,08
097119,,Malta Bend R-V ,200 S Linn ,P.O. Box 10 ,Malta Bend ,653390010,Saline ,F,A,"$13,975,845.00",4.4487,6605952371,6605952430,1,10,41,0,41,0,0,0,0,0,0,0,0,0,0,1,10,24,4,28,2,20,65,4,69,Mr.,Chevalier,Walden,,Mr.,Jacobi,Les,,Feagan,Aaron,,Mr.,superintendent@maltabend.k12.mo.us,http://www.mbtigers.weebly.com,"48 , 51 ",21 ,"05, 06"
114116,Y,Manes R-V ,8939 Highway 95 ,,Mountain Grove ,657112885,Wright ,C,A,"$5,980,011.00",3.5007,4176685313,4176685537,1,12,56,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,56,0,56,Mr.,Perkins ,Larry ,,Mrs.,Emery ,Rachael ,,Holder ,Mary ,,Mrs.,mholder@manes.k12.mo.us,http://www.manes.k12.mo.us,,33 ,"04, 08"
114115,,Mansfield R-IV ,316 W Ohio St. ,,Mansfield ,657049301,Wright ,C,A,"$44,942,085.00",2.7977,4179248458,4179243427,1,29,276,0,276,0,0,0,0,0,1,24,144,0,144,1,27,217,0,217,3,80,637,0,637,Mr.,Miller ,Zach ,,Mr.,Brazeal ,Tim ,,Wylie ,Richard ,,Dr.,rwylie@mansfieldschool.net,http://mansfieldschool.net,,33 ,"04, 08"
096107,,Maplewood-Richmond Heights ,2650 South Hanley Road,7539 Manchester Road,Maplewood ,631432913,St. Louis ,A,A,"$386,733,910.00",5.4990,3146444400,3147813160,2,94,788,0,788,1,33,237,0,237,0,0,0,0,0,1,49,387,6,393,4,176,1412,6,1418,Ms.,Herndon-Miller,Brandi,,Mrs.,Langston ,Maria ,L,Jamison,Bonita,,Mrs.,bonita.jamison@mrhschools.net,http://www.mrhschools.net,"83 , 87 , 91 ","1  , 4  ","01, 02"
058109,,Marceline R-V ,400 E Santa Fe Avenue ,,Marceline ,646581455,Linn ,I,A,"$46,409,986.00",4.6813,6603763371,6603766001,1,27,303,2,305,1,28,132,0,132,0,0,0,0,0,1,28,200,0,200,3,83,635,2,637,Mr.,Cavanah,Lex,,Mrs.,Ervie ,Candi ,M,Sherrow,Brian,T,Mr.,bsherrow@marcelineschools.org,http://www.marcelineschools.org,"39 , 6  , 7  ",18 ,06
063066,,Maries Co. R-I ,300 Fourth Street ,P.O. Box 218 ,Vienna ,655820218,Maries ,G,A,"$62,763,310.00",3.7512,5734223304,5734223185,1,22,229,0,229,1,19,89,0,89,0,0,0,0,0,1,22,156,0,156,3,63,474,0,474,Mrs.,Bade ,Victoria ,,Mrs.,Hollis ,Beth ,A,Messersmith,Teresa,A,Mrs.,tmessersmith@viennaeagles.org,http://mariesr1.k12.mo.us,62 ,6  ,"03, 04, 08"
063067,,Maries Co. R-II ,503 W Third St. ,P.O. Box 819 ,Belle ,650130819,Maries ,G,A,"$76,705,991.00",3.3359,5738593800,5738593883,1,24,272,0,272,1,23,238,0,238,0,0,0,0,0,1,24,230,0,230,3,71,740,0,740,Mr.,Butler ,Joey ,,Ms.,Rehmert,Sara,,Basham ,Lenice ,,Dr.,lbasham@mariesr2.org,http://mariesr2.org/,62 ,6  ,"03, 08"
084005,,Marion C. Early R-V ,5309 South Main,,Morrisville,657109120,Polk ,C,A,"$47,056,604.00",3.7418,4173762255,4173763243,1,24,238,0,238,1,25,146,0,146,0,0,0,0,0,1,24,148,0,148,3,73,532,0,532,Dr.,Wiebe,Christy,,Ms.,Vance ,Marion C. Early,S,Angel ,Josh ,R,Dr.,jangel@mcestaff.com,http://www.mcepanthers.com,"128, 130, 131","20 , 28 ",07
064072,,Marion Co. R-II ,2905 Hwy D,2905 Highway D,Philadelphia,634630100,Marion ,I,A,"$19,637,440.00",4.1786,5734395913,5734395914,1,17,98,2,100,0,0,0,0,0,0,0,0,0,0,1,15,103,0,103,2,32,201,2,203,Mr.,Spratt ,Craig ,S,Mr.,Stewart ,Jared,A,Keilholz ,Jason ,,Mr.,jkeilholz@marion.k12.mo.us,http://marion.k12.mo.us,5  ,18 ,06
055106,,Marionville R-IX ,College and O'Dell ,P.O. Box 409 ,Marionville ,657059236,Lawrence ,C,A,"$45,353,094.00",3.7300,4172587755,4172582564,1,32,380,0,380,1,18,174,0,174,0,0,0,0,0,2,21,203,0,203,4,71,757,0,757,Mr.,Wilson,Brad,,Mrs.,Workman,Allison,,Gold,Chris,,Mr.,cgold@marionville.us,http://www.marionville.us/,"138, 157","20 , 29 ",07
106008,Y,Mark Twain R-VIII ,37707 US Highway 160 ,,Rueter ,657443803,Taney ,C,A,"$9,168,894.00",3.7014,4177854323,4177859810,1,9,45,6,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,45,6,51,Mr.,Davidson,Jason,,Mr.,Rinehart,Abby,,Donley,Joe,,Mr.,donleyj@marktwain.k12.mo.us,http://marktwain.k12.mo.us,,29 ,"07, 08"
062070,,Marquand-Zion R-VI ,205 E Morley St. ,,Marquand ,636559161,Madison ,E,A,"$12,203,529.00",4.6277,5737833388,5737833067,1,16,57,0,57,0,0,0,0,0,0,0,0,0,0,1,14,64,0,64,2,30,121,0,121,Mr.,Stroup,Steven,,Mrs.,Dunn,Jo,,Blake,Scott,E,Mr.,sblake@mz.k12.mo.us,http://mz.k12.mo.us,145,27 ,08
097129,,Marshall ,860 W Vest ,,Marshall ,653402139,Saline ,F,A,"$208,455,387.00",2.8316,6608867414,6608865641,4,123,1020,1,1021,1,66,761,2,763,0,0,0,0,0,2,81,765,31,796,7,270,2546,34,2580,Mr.,Jacques ,Bryon ,,Mrs.,Perkins ,Linda ,M,Maher,Carol,,Dr.,cmaher@marshallowls.com,http://www.marshallschools.com,"48 , 51 ",21 ,"04, 05"
112102,,Marshfield R-I ,170 State Highway DD ,,Marshfield ,657061513,Webster ,C,A,"$251,539,379.00",3.6911,4178592120,4178592193,3,134,1373,0,1373,0,0,0,0,0,1,60,707,0,707,1,76,916,1,917,5,270,2996,1,2997,Mrs.,Wilkerson ,Amy ,,Mrs.,Fraker ,Marta ,,Henry ,Mike ,,Mr.,MIKE.HENRY@MJAYS.US,http://www.mjays.us,,"28 , 33 ","04, 07, 08"
074201,,Maryville R-II ,1501 South Munn Avenue,,Maryville,644682756,Nodaway ,H,A,"$210,939,163.00",5.0456,6605623255,6605624724,2,63,462,41,503,1,45,468,0,468,0,0,0,0,0,1,57,474,0,474,4,165,1404,41,1445,Mr.,Wiedemeier,Sean,,Ms.,Parman ,Kenna ,S,Albrecht,Becky,,Dr.,albrecht@maryviller2.com,http://www.maryville.k12.mo.us/,1  ,12 ,06
032055,,Maysville R-I ,601 W Main ,P.O. Box 68 ,Maysville ,644690068,DeKalb ,H,A,"$73,049,928.00",4.0577,8164492308,8164495678,1,29,276,0,276,0,0,0,0,0,0,0,0,0,0,1,31,269,0,269,2,60,545,0,545,Mr.,Redman,Josh,,Mrs.,Clark,Laura,,Heslinga,Chris,,Mr.,HESLINGAC@MAYSVILLE.K12.MO.US,http://maysville.k12.mo.us/,2  ,12 ,06
060077,,McDonald Co. R-I ,10 Stampede Drive ,,Anderson ,648317305,McDonald ,C,A,"$250,090,858.00",3.4200,4178453321,4178456972,8,239,2251,0,2251,1,26,237,0,237,0,0,0,0,0,1,77,1066,1,1067,10,342,3554,1,3555,Mr.,Woods ,Frank ,,Mrs.,Mitchell ,Katherine ,,Stanton ,Mark ,A,Dr.,mstanton@mcdonaldr1.net,http://mcdonaldr1.net,159,"29 , 32 ",07
009077,,Meadow Heights R-II ,14571 State Highway 72 ,14571 State Highway 72 ,Patton ,636629742,Bollinger ,E,A,"$48,163,556.00",3.1000,5738660060,5738663240,1,24,252,0,252,1,17,125,0,125,0,0,0,0,0,1,18,151,0,151,3,59,528,0,528,Mr.,Besher ,Charlie ,W,Mrs.,Petton ,Lindsey ,R,White ,Christopher ,B,Mr.,bwhite@meadowheights.k12.mo.us,http://www.meadowheights.k12.mo.us,"145, 146",27 ,08
058108,,Meadville R-IV ,101 W Crandall ,P.O. Box 217 ,Meadville ,646590217,Linn ,I,A,"$20,219,497.00",4.8285,6609384111,6609384100,1,16,107,0,107,0,0,0,0,0,0,0,0,0,0,1,16,113,10,123,2,32,220,10,230,Mr.,Link,Seth,,Mrs.,Smith,Mishelle,,Adamek,Misty,R,Mrs.,madamek@meadville.k12.mo.us,http://https://sites.google.com/meadville.k12.mo.us/eagles/,7  ,"12 , 18 , 21 ",06
096094,,Mehlville R-IX ,3120 Lemay Ferry Road ,,St. Louis ,631254416,St. Louis ,A,A,"$2,189,840,250.00",3.6598,3144675000,3144675099,12,897,4399,0,4399,4,334,2477,0,2477,0,0,0,0,0,2,354,3093,2,3095,18,1585,9969,2,9971,Mr.,Schartner ,Kevin ,,Mrs.,Behlke ,Tori ,,Gaines ,Chris ,,Dr.,GAINESC@MSDR9.ORG,http://www.mehlvilleschooldistrict.com,"92 , 93 , 94 , 95 , 96 , 97 ","1  , 15 ","01, 02"
036126,,Meramec Valley R-III ,126 N Payne St. ,,Pacific ,630691260,Franklin ,G,A,"$414,519,763.00",4.1739,6362711400,6362711406,6,159,1165,0,1165,2,97,955,0,955,0,0,0,0,0,1,74,905,1,906,9,330,3025,1,3026,Mr.,Trower ,Matt ,,Mrs.,Schomber ,Stephanie ,,Schwierjohn ,Carrie ,,Dr.,cschwierjohn@mvr3.k12.mo.us,http://www.mvr3.k12.mo.us/,"109, 110, 111, 119","22 , 26 ","02, 03, 08"
004110,,Mexico 59 ,2101 Lakeview ,,Mexico ,652652599,Audrain ,D,A,"$213,821,404.00",4.5530,5735813773,5735811794,3,118,1151,0,1151,0,0,0,0,0,1,46,554,0,554,1,75,703,0,703,5,239,2408,0,2408,Mr.,Yager,Todd,,Mrs.,Collins ,Bethany ,,Chastain,Melissa,,Mrs.,mchastain@mexico.k12.mo.us,http://www.mexicoschools.net,"40 , 43 ",10 ,"03, 04, 06"
007121,,Miami R-I ,7638 N.W. State Route J ,,Amoret ,647228400,Bates ,F,A,"$19,202,300.00",4.3100,6602673484,6602673630,1,14,95,0,95,0,0,0,0,0,0,0,0,0,0,1,13,85,0,85,2,27,180,0,180,Mr.,Hubbard ,Wesley ,,Mrs.,Filtingberger ,Lisa ,M,Johnson ,Daniel ,L,Dr.,djohnson@miamik12.net,http://miamir1.net,"126, 56 ",31 ,04
097116,Y,Miami R-I ,34520 N. Highway 41 ,34520 N Highway 41 ,Miami ,653449605,Saline ,F,A,"$13,195,414.00",3.6590,6608523269,6608523259,1,14,60,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14,60,0,60,Mr.,Eddy,Shane,,Mrs.,Martens,Elsie,E,Self ,Rayetta ,J,Mrs.,rself@miami.k12.mo.us,http://www.miami-mustangs.com,"48 , 51 ",21 ,"05, 06"
011078,,Mid-Buchanan Co. R-V ,"3221 Route H, SE",,Faucett,644488197,Buchanan ,H,A,"$74,587,186.00",5.4845,8162381646,8162384150,1,34,400,1,401,0,0,0,0,0,0,0,0,0,0,1,34,335,3,338,2,68,735,4,739,Mr.,Eddins,Chad,,Mrs.,Rasco,Stacey,,Albright,Jay,J,Mr.,jalbright@midbuchanan.k12.mo.us,http://www.midbuchanan.k12.mo.us/,"11 , 9  ",34 ,06
069104,Y,Middle Grove C-1 ,11476 Route M ,,Madison ,652639716,Monroe ,I,A,"$5,185,554.00",5.3511,6602918583,6602918584,1,13,35,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13,35,0,35,Mr.,Schopp ,Philip ,,Mrs.,Bright ,Shannon ,,Roth,Rena,,Mrs.,rroth@middlegrove.k12.mo.us,http://www.middlegrove.k12.mo.us,"40 , 43 ",10 ,"04, 06"
019151,,Midway R-I ,5801 E State Route 2 ,5801 E state Rte 2,Cleveland ,647348109,Cass ,B,A,"$52,825,288.00",5.8079,8162502994,8168992823,1,26,240,0,240,0,0,0,0,0,0,0,0,0,0,1,25,190,0,190,2,51,430,0,430,Mr.,Bayard ,Chuck ,,Ms.,Irvin ,Carol ,J,Gibson ,Angela ,S,Mrs.,agibson@midwayk12.net,http://www.midwayk12.net,56 ,31 ,04
105124,,Milan C-2 ,373 S Market St. ,,Milan ,635561150,Sullivan ,I,A,"$55,621,740.00",3.9256,6602654414,6602654315,1,35,351,0,351,0,0,0,0,0,0,0,0,0,0,1,35,299,0,299,2,70,650,0,650,Mr.,Mosley ,Patrick ,J,Mrs.,Bupp ,Crystal ,,Yocom,Ben,,Dr.,byocom@milan.k12.mo.us,http://milan.k12.mo.us,,12 ,06
066103,,Miller Co. R-III ,526 School Road ,P.O. Box 1 ,Tuscumbia ,650821000,Miller ,D,A,"$13,648,374.00",4.5263,5733692375,5733692833,1,19,141,0,141,0,0,0,0,0,0,0,0,0,0,1,18,58,0,58,2,37,199,0,199,Mr.,Wilson,Steve,,Mrs.,Luttrell ,Gayla ,,Price,Jason,,Dr.,JPRICE@TUSCUMBIALIONS.K12.MO.US,http://www.tuscumbialions.k12.mo.us,"124, 59 , 62 ",6  ,03
055104,,Miller R-II ,110 W. Sixth St. ,,Miller ,657079248,Lawrence ,C,A,"$69,463,856.00",3.8830,4174523515,4174522709,1,27,293,0,293,0,0,0,0,0,0,0,0,0,0,1,22,264,13,277,2,49,557,13,570,Mrs.,Wagner,Barbara ,,Mr.,Snider ,Tyler ,,Storm ,Dustin ,,Dr.,dstorm@millerschools.org,http://www.millerschools.org,157,29 ,"04, 07"
013060,Y,Mirabile C-1 ,2954 S.W. State Route D ,,Polo ,646718729,Caldwell ,H,A,"$6,120,350.00",4.6897,8165864129,8165862029,1,10,44,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,44,0,44,Mr.,Smith,Justin,,Mrs.,Habrock ,Katy ,E,Storey ,Linda ,R,Mrs.,lindastorey@mirabilec1.org,,8  ,21 ,06
024091,Y,Missouri City 56 ,700 E Main ,P.O. Box 259 ,Missouri City ,640720259,Clay ,B,A,"$8,841,456.00",3.7519,8167504391,8167504394,1,8,27,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,27,0,27,Mrs.,Mckown ,Tommie ,,Mrs.,Mckown ,Teresa ,A,Copeland ,Matt ,,Dr.,matt@mocity.k12.mo.us,http://www.mocity.k12.mo.us,38 ,12 ,06
201201,,Mo Schls For The Sev Disabled ,205 Jefferson St. ,P.O. Box 480 ,Jefferson City ,651020480,,,,,0.0000,5737514427,5737510276,34,205,777,0,777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,205,777,0,777,Mr.,Shields,Charlie,,Ms.,Gerling ,Lisa ,,Wilson,Joyce,,Ms.,joyce.wilson@dese.mo.gov,http://www.dese.mo.gov/divspeced/stateschools/,,,
115414,,Mo School For The Blind ,3815 Magnolia Avenue ,,St. Louis ,631104099,St. Louis City ,A,,,,3147764320,3147761875,1,18,11,0,11,0,0,0,0,0,0,0,0,0,0,1,20,30,0,30,2,38,41,0,41,Mr.,Hamilton,Philip,,Mr.,Edwards ,Eugene ,,Barney,Geoffrey,,Mr.,geoffrey.barney@msb.dese.mo.gov,http://msb.dese.mo.gov/,,,
014400,,Mo School For The Deaf ,505 E 5th St. ,"505 E. 5th Street Fulton, MO",Fulton ,652511799,Callaway ,D,,,,5735924000,5735922570,1,9,19,0,19,1,8,16,0,16,0,0,0,0,0,1,12,19,0,19,3,29,54,0,54,Mr.,Patridge,Jeff,,Mrs.,Wolfe,Donna,M,Daily,Christopher,,Mr.,christopher.daily@msd.dese.mo.gov,http://www.msd.dese.mo.gov,,,
088081,,Moberly ,926 Shepherd Brothers Blvd,,Moberly ,652703813,Randolph ,I,A,"$192,237,517.00",4.7379,6602692600,6602692611,4,105,977,25,1002,1,49,467,0,467,0,0,0,0,0,1,76,714,38,752,6,230,2158,63,2221,Mr.,Riley ,Arthur (Bobby) ,R,Mrs.,Barnett ,Trudie ,G,Fanning ,Dustin ,,Dr.,dustinfanning@moberlyspartans.org,http://www.moberly.k12.mo.us,"40 , 47 , 48 , 6  ","10 , 18 ","04, 06"
005128,,Monett R-I ,900 E. Scott Street,,Monett,657081782,Barry ,C,A,"$204,081,364.00",3.9086,4172357422,4172351415,3,133,1207,7,1214,1,39,385,2,387,0,0,0,0,0,1,85,763,0,763,5,257,2355,9,2364,Mr.,Bahl,Andrew,J,Mrs.,Norman,Lonna,K,Drake,Mark,,Dr.,mdrake@g-apps.monett.k12.mo.us,http://https://www.monettschools.org,"157, 158",29 ,07
068070,,Moniteau Co. R-I ,211 S Owen St. Ste. B ,,California ,650181134,Moniteau ,D,A,"$103,129,689.00",3.9981,5737962145,5737966123,1,56,637,0,637,1,33,333,0,333,0,0,0,0,0,1,46,383,42,425,3,135,1353,42,1395,Mr.,Vanloo ,Derek ,A,Mrs.,Gorrell ,Susan ,L,Sanders ,Dwight ,,Mr.,DWIGHT.SANDERS@CALIFORNIAK12.ORG,http://www.californiak12.org/home.asp,"50 , 58 ","19 , 6  ","03, 04"
068072,Y,Moniteau Co. R-V ,156 School St. ,P.O. Box 367 ,Latham ,650500367,Moniteau ,D,A,"$12,165,929.00",3.6518,6604586271,6604586604,1,12,39,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,39,0,39,Mr.,Higgins,Shawn,,Mrs.,Newkirk,Maria,,Hoecker,Jordan,K,Mr.,jhoecker@LATHAMBRAVES.COM,http://www.lathambraves.com,58 ,6  ,04
069106,,Monroe City R-I ,401 Highway 24/36 East ,401 Highways 24-36 East ,Monroe City,634561398,Monroe ,I,A,"$95,968,000.00",4.7759,5737354631,5733559590,1,31,246,0,246,1,27,194,0,194,0,0,0,0,0,1,28,284,0,284,3,86,724,0,724,Mrs.,Greening ,Linda ,,Mr.,Pennewell ,Roger ,,Degrave ,Tony ,J,Mr.,TDEGRAVE@MONROE.K12.MO.US,http://www.monroe.k12.mo.us/,"40 , 5  ","10 , 18 ",06
070093,,Montgomery Co. R-II ,418 N Highway 19 ,,Montgomery City ,633615217,Montgomery ,D,A,"$153,232,876.00",3.9324,8336626228,8557828700,2,49,544,0,544,1,29,255,0,255,0,0,0,0,0,1,35,353,0,353,4,113,1152,0,1152,Mrs.,Stille ,Maria ,,Mr.,Queathem ,Karl ,,Bottoms ,Tracy ,W,Dr.,TBOTTOMS@MC-WILDCATS.ORG,http://www.mc-wildcats.org,"42 , 43 ",10 ,03
042121,,Montrose R-XIV ,307 E 2nd Street ,,Montrose ,647709202,Henry ,F,A,"$14,670,500.00",4.6210,6606934812,6606934594,1,19,53,0,53,0,0,0,0,0,0,0,0,0,0,1,14,45,2,47,2,33,98,2,100,Mrs.,Wareham ,Janna ,,Mrs.,Wagner ,Amy ,L,Beckett ,Steven ,,Mr.,beckett@montrose.k12.mo.us,http://www.montrose.k12.mo.us,57 ,31 ,04
071091,,Morgan Co. R-I ,701 N Oak St. ,,Stover ,650780842,Morgan ,D,A,"$97,638,648.00",3.4105,5733772217,5733772211,1,41,409,0,409,0,0,0,0,0,0,0,0,0,0,1,33,327,1,328,2,74,736,1,737,Mr.,Clark,Joel,,Mrs.,Bauer ,Gaylene ,,Unger ,Matt ,,Mr.,MATT.UNGER@MCR1.US,http://www.mcr1.us,"125, 57 , 58 ","28 , 6  ",04
071092,,Morgan Co. R-II ,913 W Newton ,,Versailles ,650841811,Morgan ,D,A,"$302,556,702.00",2.8855,5733784231,5733785714,2,69,599,0,599,1,33,299,0,299,0,0,0,0,0,1,45,398,1,399,4,147,1296,1,1297,Mr.,Schad ,Dwayne ,,,Johnson,Danielle,M,Barnes ,Lowell ,S,Dr.,barness@versaillestigers.org,http://versaillestigers.org,58 ,6  ,"03, 04"
044083,,Mound City R-II ,708 Nebraska St. ,708 Nebraska Street ,Mound City ,644701251,Holt ,H,A,"$34,295,257.00",4.0802,6604423737,6604425941,1,17,119,1,120,1,15,85,1,86,0,0,0,0,0,1,17,84,1,85,3,49,288,3,291,Mr.,Derr ,Chad ,,Mrs.,Loucks ,Lisa ,K,Miles ,Korey ,,Mr.,korey.miles@mndcty.k12.mo.us,http://www.mndcty.k12.mo.us,1  ,12 ,06
114114,,Mountain Grove R-III ,207 E Fifth ,P.O. Box 806 ,Mountain Grove ,657110806,Wright ,C,A,"$110,276,231.00",2.7500,4179263177,4179264564,1,51,634,0,634,1,41,461,0,461,0,0,0,0,0,2,55,458,7,465,4,147,1553,7,1560,Mr.,Hawkins ,Howard ,,Mrs.,Benson ,Bobbi ,,Dickey ,Jim ,,Mr.,jdickey@mg.k12.mo.us,http://www.mg.k12.mo.us,,33 ,08
046130,,Mountain View-Birch Tree R-III ,1054 Old Highway 60 ,,Mountain View ,655488618,Howell ,G,A,"$79,486,822.00",3.5942,4179345408,4179345404,2,74,605,0,605,1,30,294,0,294,0,0,0,0,0,1,35,355,0,355,4,139,1254,0,1254,Mrs.,Foster ,Jennifer ,,Mrs.,Henry ,Rhonda ,,Christensen ,Don ,F,Dr.,ssmotherman@liberty.mvbt.k12.mo.us,http://mvbt.k12.mo.us/,"142, 143, 154","25 , 33 ",08
055108,,Mt. Vernon R-V ,801 S Landrum St. ,,Mt Vernon ,657121723,Lawrence ,C,A,"$125,161,420.00",3.6700,4174667573,4174667058,2,62,674,0,674,1,27,355,0,355,0,0,0,0,0,1,41,440,0,440,4,130,1469,0,1469,Mr.,Bowling ,Danny ,,Mr.,Wendler ,Steve ,C,Cook ,Scott ,,Mr.,cookscott@mtvernon.k12.mo.us,http://www.mtvernon.k12.mo.us,157,29 ,07
091091,,Naylor R-II ,301 E Batten Street,301 E Batten Street,Naylor ,639539792,Ripley ,E,A,"$12,275,339.00",3.4067,5733992505,5733992874,1,24,227,0,227,0,0,0,0,0,0,0,0,0,0,1,20,165,0,165,2,44,392,0,392,Mr.,Cullison,Jerry,,Mr.,Crofford ,Eric ,,Roach ,Stacey ,,Mrs.,staceyroach@naylor.k12.mo.us,http://www.nayloreagles.com,"152, 153","25 , 33 ",08
012108,,Neelyville R-IV ,289 Broadway St. ,P.O. Box 8 ,Neelyville ,639540008,Butler ,E,A,"$44,223,033.00",2.9281,5739893813,5739893434,2,40,364,0,364,0,0,0,0,0,0,0,0,0,0,1,27,271,0,271,3,67,635,0,635,Mr.,Pettu ,Paul ,,Mrs.,Toth ,Kim ,,Parish ,Debra ,,Mrs.,dparish@neelyville.k12.mo.us,http://neelyville.k12.mo.us/,"152, 153","25 , 33 ",08
016097,Y,Nell Holcomb R-IV ,6547 State Highway 177 ,,Cape Girardeau ,637018690,Cape Girardeau ,E,A,"$56,690,988.00",4.0700,5733343644,5733349552,1,32,230,0,230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,32,230,0,230,Mrs.,Haupt ,Dawn ,,Mrs.,Farrow ,Linda ,R,Deckerd ,Bleau ,,Mr.,bdeckerd@nhshawks.com,http://www.nellholcomb.k12.mo.us,"146, 147",27 ,08
073108,,Neosho School District ,418 Fairground Road ,,Neosho ,648502098,Newton ,C,A,"$357,362,403.00",3.7139,4174518600,4174518604,6,186,1833,0,1833,1,62,725,0,725,1,56,744,0,744,1,101,1355,19,1374,9,405,4657,19,4676,Mr.,Russell ,Jonathan ,,Mr.,Haskins ,Dan ,,Cummins ,Jim ,,Dr.,cumminsjim@neoshosd.org,http://www.neoshosd.org,"159, 160","29 , 32 ",07
108142,,Nevada R-V ,811 W Hickory ,,Nevada ,647722059,Vernon ,C,A,"$189,619,618.00",4.4255,4174482000,4174482006,3,103,1044,0,1044,1,51,561,0,561,0,0,0,0,0,1,75,744,0,744,5,229,2349,0,2349,Mr.,McCaffree,Mike,,Mrs.,Hendrix ,Melissa ,A,Beshore ,Tyson ,C,Dr.,tbeshore@nevada.k12.mo.us,http://www.nevada.k12.mo.us/,,31 ,04
014127,,New Bloomfield R-III ,307 Redwood Drive ,307 Redwood Drive ,New Bloomfield ,650630188,Callaway ,D,A,"$60,141,895.00",4.4173,5734913700,5734913772,1,31,395,4,399,0,0,0,0,0,0,0,0,0,0,1,29,347,0,347,2,60,742,4,746,Mr.,Schattgen ,Tod ,,Mrs.,Baxter ,Faith ,M,Wisdom ,Sarah ,N,Mrs.,swisdom@nb.k12.mo.us,http://www.nb.k12.mo.us,49 ,10 ,"03, 04"
